date_found,company,title,location,url,source,posted_at,active,match_score
2026-08-22,WSP USA,Senior Consultant - Project Management,"Noida, Ghaziabad",https://www.adzuna.in/details/5850637039,adzuna,2026-08-21,yes,
2026-08-22,WSP,IT Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5778143624,adzuna,2026-06-27,yes,
2026-08-22,Simpliwork,Assistant Project Manager,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5842123243,adzuna,2026-08-15,yes,
2026-08-22,"Police Foundation and Institute, India",Assistant Project Coordinator- (Research)/Senior Researcher - Delhi,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5850983432,adzuna,2026-08-21,yes,
2026-08-22,Navex,Senior Implementation Specialist (Fixed - Term),"Bangalore, Karnataka",https://www.adzuna.in/details/5851139721,adzuna,2026-08-21,yes,
2026-08-22,HealthAsyst,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5851865180,adzuna,2026-08-22,yes,
2026-08-22,Gainwell Technologies LLC,Project Management,"Bangalore, Karnataka",https://www.adzuna.in/details/5849703644,adzuna,2026-08-20,yes,
2026-08-22,Bosch Group,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5851074443,adzuna,2026-08-21,yes,
2026-08-22,Beyond Border Consultants,Solar Project Coordinator (Mega 80 MW),"Noida, Ghaziabad",https://www.adzuna.in/details/5851837124,adzuna,2026-08-22,yes,
2026-08-22,Acme Services Private Limited,Business Analyst,"Richmond Town, Bangalore",https://www.adzuna.in/details/5849894192,adzuna,2026-08-20,yes,
2026-08-22,AXIAN Group,Technical Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5851314356,adzuna,2026-08-21,yes,
2026-08-21,World Comics India,Project Coordinator,"Delhi, India",https://www.adzuna.in/land/ad/5849578582,adzuna,2026-08-20,yes,
2026-08-21,WSP,Assistant Consultant - Project Coordination,"Bangalore, Karnataka",https://www.adzuna.in/details/5849679220,adzuna,2026-08-20,yes,
2026-08-21,Vichara Technologies,"Business Analyst - CRE , CMBS","Delhi, India",https://www.adzuna.in/details/5850377038,adzuna,2026-08-21,yes,
2026-08-21,Vichara Technologies,Senior Business Analyst - Investment Management,"Delhi, India",https://www.adzuna.in/details/5850377110,adzuna,2026-08-21,yes,
2026-08-21,Velocis Systems Private Limited,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5850370883,adzuna,2026-08-21,yes,
2026-08-21,VDart Software Services Pvt. Ltd.,Senior JSM Implementation Specialist,"Richmond Town, Bangalore",https://www.adzuna.in/details/5849894210,adzuna,2026-08-20,yes,
2026-08-21,Trigyn Technologies Limited,Project Manager\/Lead,"Delhi, India",https://www.adzuna.in/details/5850370971,adzuna,2026-08-21,yes,
2026-08-21,Trigyn Technologies Limited,Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5850370950,adzuna,2026-08-21,yes,
2026-08-21,Quess Corp Limited,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5849577344,adzuna,2026-08-20,yes,
2026-08-21,Iron Systems,IT Network Infra Deployment Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5850376961,adzuna,2026-08-21,yes,
2026-08-21,GoML,Senior Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5849578483,adzuna,2026-08-20,yes,
2026-08-21,Floatex Solar,Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5849577226,adzuna,2026-08-20,yes,
2026-08-21,EXL,Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5846909382,adzuna,2026-08-18,yes,
2026-08-21,Caterpillar,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5849677328,adzuna,2026-08-20,yes,
2026-08-21,Aptita,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5849577515,adzuna,2026-08-20,yes,
2026-08-20,startuphr.consulting,Customer Success Executive,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5848120271,adzuna,2026-08-19,yes,
2026-08-20,VisiLean Ltd,Technical Sales Consultant,"Delhi, India",https://www.adzuna.in/land/ad/5848120650,adzuna,2026-08-19,yes,
2026-08-20,Trigent Software Private Limited,Project Manager,"Richmond Town, Bangalore",https://www.adzuna.in/details/5840630166,adzuna,2026-08-13,yes,
2026-08-20,Razorpay,Consultant - Strategy ,Bengaluru,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4725604005,greenhouse,2026-08-19,no,
2026-08-20,Novo Nordisk,Project coordinator 2,"Bangalore, Karnataka",https://www.adzuna.in/details/5848437408,adzuna,2026-08-19,yes,
2026-08-20,Nemetschek Group,Technical Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5834882934,adzuna,2026-08-10,yes,
2026-08-20,MetaMorph,Customer Success Manager | 2-5 yrs | B2B | Fintech Startup | Delhi,"Delhi, India",https://www.adzuna.in/land/ad/5848641070,adzuna,2026-08-19,yes,
2026-08-20,LTM,Specialist - Package Implementation,"Bangalore, Karnataka",https://www.adzuna.in/details/5849141901,adzuna,2026-08-20,yes,
2026-08-20,HP,Content Operations Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5847959768,adzuna,2026-08-19,yes,
2026-08-20,HP,CO Strategic Initiatives Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5847959850,adzuna,2026-08-19,yes,
2026-08-20,Biz2X,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5848120281,adzuna,2026-08-19,yes,
2026-08-19,symplr,Business Analyst,"Hoodi, Bangalore",https://www.adzuna.in/details/5844918501,adzuna,2026-08-17,yes,
2026-08-19,ServiceNow,"Senior Technical Consultant (Technical Architect), Core Business Workflows","Bangalore, in",https://jobs.smartrecruiters.com/ServiceNow/744000144079531,smartrecruiters,2026-08-18,yes,
2026-08-19,Razorpay,Associate Technical Program Manager,Bengaluru,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4723029005,greenhouse,2026-08-18,yes,
2026-08-19,Qpisemi,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5840225020,adzuna,2026-08-13,yes,
2026-08-19,Orion India Systems Private Limited,Business Analyst Core Banking,"Noida, Ghaziabad",https://www.adzuna.in/details/5847672061,adzuna,2026-08-19,yes,
2026-08-19,Moody's,Senior Business Analyst - Modelling & Quantitative Analytics,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5846723457,adzuna,2026-08-18,yes,
2026-08-19,Flexing It®,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5846663303,adzuna,2026-08-18,yes,
2026-08-19,Fincity,Project Manager (Commercial Interior Design Execution),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833435120,adzuna,2026-08-08,yes,
2026-08-19,Coforge,Senior Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5840225876,adzuna,2026-08-13,yes,
2026-08-19,Capgemini,Senior Transformation Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833435046,adzuna,2026-08-08,yes,
2026-08-19,CRA,Project Manager - Engineering,"Noida, Ghaziabad",https://www.adzuna.in/details/5846276913,adzuna,2026-08-18,yes,
2026-08-18,iQuanti,Martech Technical Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5840637247,adzuna,2026-08-14,yes,
2026-08-18,e2E Rail,VP/AVP - Project Management (Railways - Signal & Telecommunication),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5842123805,adzuna,2026-08-15,yes,
2026-08-18,archVi,Associate Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5842123302,adzuna,2026-08-15,yes,
2026-08-18,archVi,Senior Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845683549,adzuna,2026-08-18,yes,
2026-08-18,Zigment,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845683215,adzuna,2026-08-18,yes,
2026-08-18,Vontier,Technical Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5842123421,adzuna,2026-08-15,yes,
2026-08-18,Vista Spaces,Asst. Project Manager - Real Estate,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845682581,adzuna,2026-08-18,yes,
2026-08-18,USEReady,Technical Project Manager(Manufacturing),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5841755178,adzuna,2026-08-14,yes,
2026-08-18,Tata Consultancy Services,TCS IS HIRING FOR Project Manager (DC/Network),"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5829060696,adzuna,2026-08-05,yes,
2026-08-18,TMF Group,Project Manager,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5830416622,adzuna,2026-08-06,yes,
2026-08-18,SuperQ Technologies India Pvt Ltd,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5841754897,adzuna,2026-08-14,yes,
2026-08-18,Shiv Nadar School,Project Manager - Admissions & Data,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5841754879,adzuna,2026-08-14,yes,
2026-08-18,Resecurity,Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5841755449,adzuna,2026-08-14,yes,
2026-08-18,Randstad Enterprise,Technical Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833789562,adzuna,2026-08-09,yes,
2026-08-18,Publicis Production,Junior Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845682683,adzuna,2026-08-18,yes,
2026-08-18,Opkey,Project Manager-Oracle Cloud ERP Testing Implementation,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5840637210,adzuna,2026-08-14,yes,
2026-08-18,NES Fircroft,Diversity and Inclusion Consultant,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833789530,adzuna,2026-08-09,yes,
2026-08-18,Livspace,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5840225872,adzuna,2026-08-13,yes,
2026-08-18,LanceSoft Middle East,Assistant Manager-Project-TX Core-Implementation,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845683369,adzuna,2026-08-18,yes,
2026-08-18,Kyndryl,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837138896,adzuna,2026-08-12,yes,
2026-08-18,IntraEdge,Oracle Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5840225982,adzuna,2026-08-13,yes,
2026-08-18,Enki Water & environment Co. Pvt. Ltd ,Project Manager,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5845683235,adzuna,2026-08-18,yes,
2026-08-18,Embassy Services,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5840225226,adzuna,2026-08-13,yes,
2026-08-18,CHANEL,Project Manager - Store Planning,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5840637242,adzuna,2026-08-14,yes,
2026-08-18,BeFiSc,Project Manager,"Delhi, India",https://www.adzuna.in/land/ad/5840225404,adzuna,2026-08-13,yes,
2026-08-18,ANSR,Senior Manager - Project Management [T500-28500],"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5845683088,adzuna,2026-08-18,yes,
2026-08-17,Zones Corporate Solutions,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5828608433,adzuna,2026-08-05,yes,
2026-08-17,Varite India Private Limited,Servicenow Consultant,"Bangalore, Karnataka",https://www.adzuna.in/details/5784730481,adzuna,2026-07-02,yes,
2026-08-17,Varite,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5817918404,adzuna,2026-07-28,yes,
2026-08-17,Universal Electronics,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5829178517,adzuna,2026-08-05,yes,
2026-08-17,Muraai Information Technology,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/4022970415,adzuna,2023-04-06,yes,
2026-08-17,Multi Recruit,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/2393664971,adzuna,2021-08-19,yes,
2026-08-17,Ebizon,Business Analyst - Ecommerce || Noida,"Noida, Ghaziabad",https://www.adzuna.in/details/5844293213,adzuna,2026-08-16,yes,
2026-08-17,Dynata,Senior Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5844293977,adzuna,2026-08-16,yes,
2026-08-17,Dori AI,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/4757777213,adzuna,2024-06-29,yes,
2026-08-16,Thermo Fisher Scientific,PPI IT Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5843137566,adzuna,2026-08-15,yes,
2026-08-16,Overture Rede,SAP EWM Consultant,"Vasanthnagar, Bangalore",https://www.adzuna.in/details/5840603187,adzuna,2026-08-13,yes,
2026-08-16,HOLOSTIK,Business Analyst Holostik,"Noida, Ghaziabad",https://www.adzuna.in/details/5842613346,adzuna,2026-08-15,yes,
2026-08-16,EXL,Business Analyst (IC),"Noida, Ghaziabad",https://www.adzuna.in/details/5841929569,adzuna,2026-08-14,yes,
2026-08-16,Are you in?,Implementation Team Lead,"Bangalore, Karnataka",https://www.adzuna.in/details/5788469487,adzuna,2026-07-05,yes,
2026-08-15,Scouit,Business Analyst,"Delhi, India",https://www.adzuna.in/details/5842550124,adzuna,2026-08-15,yes,
2026-08-15,Labcorp,Clinical Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5841438781,adzuna,2026-08-14,yes,
2026-08-15,Emerson,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5841417810,adzuna,2026-08-14,yes,
2026-08-15,Ebizon,Project Manager – Shopify || Noida,"Noida, Ghaziabad",https://www.adzuna.in/details/5841883708,adzuna,2026-08-14,yes,
2026-08-15,Ara Resources Private Limited,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5842569976,adzuna,2026-08-15,yes,
2026-08-15,Ara Resources Private Limited,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5842569972,adzuna,2026-08-15,yes,
2026-08-14,WSP USA,Associate - Project Management,"Noida, Ghaziabad",https://www.adzuna.in/details/5839602011,adzuna,2026-08-13,yes,
2026-08-14,WSP USA,Associate- Project Management,"Noida, Ghaziabad",https://www.adzuna.in/details/5839602035,adzuna,2026-08-13,yes,
2026-08-14,WSP,Associate - Project Management,"Noida, Ghaziabad",https://www.adzuna.in/details/5840381020,adzuna,2026-08-13,yes,
2026-08-14,WSP,Senior Consultant - Project Management,"Noida, Ghaziabad",https://www.adzuna.in/details/5840393232,adzuna,2026-08-13,yes,
2026-08-14,Thermo Fisher Scientific,Staff Program Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139516,adzuna,2026-08-12,yes,
2026-08-14,Thermo Fisher Scientific,Project Manager - FSP,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139818,adzuna,2026-08-12,yes,
2026-08-14,Thermo Fisher Scientific,IT Project Manager III,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139513,adzuna,2026-08-12,yes,
2026-08-14,Thermo Fisher Scientific,Maximo: Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5840277213,adzuna,2026-08-13,yes,
2026-08-14,Thermo Fisher Scientific,Sr Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139667,adzuna,2026-08-12,yes,
2026-08-14,Thermo Fisher Scientific,Senior Business Analyst – Commercial AI & Digital Solutions,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139523,adzuna,2026-08-12,yes,
2026-08-14,Standard Chartered Bank,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837138701,adzuna,2026-08-12,yes,
2026-08-14,Standard Chartered Bank,Data Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838614207,adzuna,2026-08-12,yes,
2026-08-14,Standard Chartered Bank,Fraud Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139257,adzuna,2026-08-12,yes,
2026-08-14,PhonePe,Business Analyst (2-4 years) - Lending,Bengaluru,https://job-boards.greenhouse.io/phonepe/jobs/7852638003,greenhouse,2026-08-13,no,
2026-08-14,MRI,Project Manager/Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5840390739,adzuna,2026-08-13,yes,
2026-08-14,ERM,"Consultant, Technical Due Diligence","Delhi, India",https://www.adzuna.in/details/5825760621,adzuna,2026-08-02,yes,
2026-08-14,Dynata,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5840387941,adzuna,2026-08-13,yes,
2026-08-14,Credence HR Services,Senior Program Manager || Healthcare,"Delhi, India",https://www.adzuna.in/land/ad/5818746729,adzuna,2026-07-29,yes,
2026-08-14,Capco,Business Analyst - Custody & Trade Processing,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139464,adzuna,2026-08-12,yes,
2026-08-14,Capco,Business Analyst-Third Party Risk Management,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139914,adzuna,2026-08-12,yes,
2026-08-14,Bristlecone,Project Manager - Consulting-Project Management,"Bangalore, Karnataka",https://www.adzuna.in/details/5840378314,adzuna,2026-08-13,yes,
2026-08-13,startuphr.consulting,Assistant Manager Customer Success,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838134261,adzuna,2026-08-12,yes,
2026-08-13,Young Edsplorer Pvt. Ltd.,Client Coordination & Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5838134766,adzuna,2026-08-12,yes,
2026-08-13,Trigent Software Private Limited,Project Management,"Richmond Town, Bangalore",https://www.adzuna.in/details/5838663132,adzuna,2026-08-12,yes,
2026-08-13,Standard Chartered Bank,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139018,adzuna,2026-08-12,yes,
2026-08-13,Standard Chartered Bank,Fraud Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139231,adzuna,2026-08-12,yes,
2026-08-13,Standard Chartered Bank,Business Analyst - Financial Markets Post-Trade processing,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139309,adzuna,2026-08-12,yes,
2026-08-13,Paytm,Business Analyst- Paytm,"Noida, Ghaziabad",https://www.adzuna.in/details/5838426562,adzuna,2026-08-12,yes,
2026-08-13,Mindtel,Solar Project Manager (EPC/ MEGA WATT),"New Delhi, Delhi",https://www.adzuna.in/details/5839177425,adzuna,2026-08-13,yes,
2026-08-13,Labcorp,Clinical Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5837801729,adzuna,2026-08-12,yes,
2026-08-13,Happiest Resume,Junior business Analyst,"Delhi, India",https://www.adzuna.in/details/5838750286,adzuna,2026-08-13,yes,
2026-08-13,Euler Motors,Program Manager,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5820963679,adzuna,2026-07-30,yes,
2026-08-13,Decormart Studio,Project coordinator- Interior,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838133948,adzuna,2026-08-12,yes,
2026-08-13,Convin,Project Management Intern,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838134286,adzuna,2026-08-12,yes,
2026-08-13,CloudFulcrum,Salesforce Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838134053,adzuna,2026-08-12,yes,
2026-08-13,Cisco,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5837797842,adzuna,2026-08-12,yes,
2026-08-13,Capco,Data Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838614414,adzuna,2026-08-12,yes,
2026-08-13,Arminus,Technical Project Manager_3-5yrs_Noida,"Noida, Ghaziabad",https://www.adzuna.in/details/5832275223,adzuna,2026-08-07,yes,
2026-08-13,Ample Designs Bengaluru,Commercial Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838134520,adzuna,2026-08-12,yes,
2026-08-13,ABB,PMO Lead - Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833433931,adzuna,2026-08-08,yes,
2026-08-13,ABB,Project Management Lead,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5800932947,adzuna,2026-07-15,yes,
2026-08-13,ABB,IS Project Manager (Temporary Contract),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5830301700,adzuna,2026-08-06,yes,
2026-08-13,2gethr,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5838134044,adzuna,2026-08-12,yes,
2026-08-12,WSP USA,"Operations Specialist, Project Management & Sales","Noida, Ghaziabad",https://www.adzuna.in/details/5786405599,adzuna,2026-07-03,yes,
2026-08-12,Thermo Fisher Scientific,PPI IT Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139562,adzuna,2026-08-12,yes,
2026-08-12,The Mind Veda,Project Coordinator/Sales & Growth,"Delhi, India",https://www.adzuna.in/land/ad/5836624144,adzuna,2026-08-11,yes,
2026-08-12,Raygar Pvt Ltd,Project Coordinator (For interior execution),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837737972,adzuna,2026-08-12,yes,
2026-08-12,"NTT America, Inc.",Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5810419891,adzuna,2026-07-22,yes,
2026-08-12,Meesho,Program Manager,"Bangalore, Karnataka",https://jobs.lever.co/meesho/fd8b953a-8157-4dda-a2a4-e9bbf4cf7a7f,lever,,yes,
2026-08-12,ICF,Consultant - Natural Gas & Fuels,"New Delhi, Delhi",https://www.adzuna.in/details/5814995949,adzuna,2026-07-25,yes,
2026-08-12,Hewlett Packard Enterprise,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5811271178,adzuna,2026-07-23,yes,
2026-08-12,Globelance,Solar Project Manager (10 - 30 MW),"Delhi, India",https://www.adzuna.in/details/5837542251,adzuna,2026-08-12,yes,
2026-08-12,Duruper,Project Coordinator - MS Devops,"Bangalore, Karnataka",https://www.adzuna.in/details/5837485040,adzuna,2026-08-12,yes,
2026-08-12,Cyient,Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5836583806,adzuna,2026-08-11,yes,
2026-08-12,Capco,Project Manager_TPRM,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5837139384,adzuna,2026-08-12,yes,
2026-08-12,Brandshark,Creative Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5837019422,adzuna,2026-08-11,yes,
2026-08-12,Arcadis,Project & Program Consultant (Program Document & Reporting Coordinator),"Bangalore, Karnataka",https://www.adzuna.in/details/5822424586,adzuna,2026-07-31,yes,
2026-08-12,ABB,Project manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5825770189,adzuna,2026-08-02,yes,
2026-08-11,Mindtel,Solar Project Manager (EPC/ MEGA WATT),"New Delhi, Delhi",https://www.adzuna.in/details/5836227878,adzuna,2026-08-11,yes,
2026-08-11,Cognizant,Program Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5802317251,adzuna,2026-07-16,yes,
2026-08-11,Acme Services Private Limited,Business Analyst,"Richmond Town, Bangalore",https://www.adzuna.in/details/5830840549,adzuna,2026-08-06,yes,
2026-08-10,NetApp,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5834385949,adzuna,2026-08-09,yes,
2026-08-10,"MaxVal Group, Inc.",Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5834572473,adzuna,2026-08-09,yes,
2026-08-10,ISECURION,Project Management Officer,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5834649591,adzuna,2026-08-09,yes,
2026-08-10,Energy ETA,IoT/HVAC Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5834882804,adzuna,2026-08-10,yes,
2026-08-10,EXL,Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5832081784,adzuna,2026-08-07,yes,
2026-08-10,EXL,Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5832075722,adzuna,2026-08-07,yes,
2026-08-10,Cognizant,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5834376437,adzuna,2026-08-09,yes,
2026-08-10,Beyond Border Consultants,Solar Project Manager (EPC/ 10-15 MW),"New Delhi, Delhi",https://www.adzuna.in/details/5835185050,adzuna,2026-08-10,yes,
2026-08-09,Paytm,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5833578380,adzuna,2026-08-08,yes,
2026-08-09,Norwin Technologies,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5833435132,adzuna,2026-08-08,yes,
2026-08-09,Nirman Consultants,Project Manager,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5833435308,adzuna,2026-08-08,yes,
2026-08-09,"NTT America, Inc.",Project Manager,"Delhi, India",https://www.adzuna.in/details/5833030252,adzuna,2026-08-08,yes,
2026-08-09,EXL,Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5824121712,adzuna,2026-08-01,yes,
2026-08-09,EXL,Project Manager,"New Delhi, Delhi",https://www.adzuna.in/details/5819855627,adzuna,2026-07-29,yes,
2026-08-09,Clearwater Analytics,Implementations Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5833585499,adzuna,2026-08-08,yes,
2026-08-09,ABB,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5834021958,adzuna,2026-08-09,yes,
2026-08-08,Tata Consultancy Services,Banner Consultant,"Delhi, India",https://www.adzuna.in/land/ad/5831966377,adzuna,2026-08-07,yes,
2026-08-08,Oracle,Technical Project Manager (AI),"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5831966519,adzuna,2026-08-07,yes,
2026-08-08,Milestone Online Technology,Business Analyst,"Bangalore, Karnataka",https://www.adzuna.in/details/5832798168,adzuna,2026-08-08,yes,
2026-08-08,Lancesoft India Private Limited,Salesforce Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5832794167,adzuna,2026-08-08,yes,
2026-08-08,Ebizon Net Info,Business Analyst,"Noida, Ghaziabad",https://www.adzuna.in/details/5832799305,adzuna,2026-08-08,yes,
2026-08-08,Ebizon Net Info,Business Analyst Fresher ll,"Noida, Ghaziabad",https://www.adzuna.in/details/5832799307,adzuna,2026-08-08,yes,
2026-08-08,Cushman & Wakefield,Assistant Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5832076941,adzuna,2026-08-07,yes,
2026-08-08,Crowe,ServiceNow Implementation Senior Consultant,"Noida, Ghaziabad",https://www.adzuna.in/details/5832076151,adzuna,2026-08-07,yes,
2026-08-08,Arminus,Project Manager,"Chandni Chowk, North Delhi",https://www.adzuna.in/details/5832275216,adzuna,2026-08-07,yes,
2026-08-08,74Software,Senior Business Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/details/5831574339,adzuna,2026-08-07,yes,
2026-08-07,VicTree Solutions,Project Delivery Manager,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5830417506,adzuna,2026-08-06,yes,
2026-08-07,Tripgain Travel & Expense Management Solutions Private Limited,Implementation Lead,"Delhi, India",https://www.adzuna.in/details/5831396066,adzuna,2026-08-07,yes,
2026-08-07,Sparrow Interactive Pvt. Ltd.,Architect Project Manager,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5830532824,adzuna,2026-08-06,yes,
2026-08-07,NAZZTEC,"Project Manager (ODI, Oracle BI, OAC)","Bangalore, Karnataka",https://www.adzuna.in/land/ad/5830416838,adzuna,2026-08-06,yes,
2026-08-07,Hero Housing Finance,Project Manager,"Delhi, India",https://www.adzuna.in/details/5831404203,adzuna,2026-08-07,yes,
2026-08-07,Egis Group,Project Coordinator,"Bangalore, Karnataka",https://www.adzuna.in/details/5831392901,adzuna,2026-08-07,yes,
2026-08-07,Cleo,Project Manager,"Bangalore, Karnataka",https://www.adzuna.in/details/5830633751,adzuna,2026-08-06,yes,
